cited_author,wos-uid
"Ladd, Paddy",WOS:000956636200001
"Cresswell, Tim",WOS:000956636200001
"Friedner, Michele",WOS:000956636200001
"Darcy, Simon",WOS:000956636200001
"Blichfeldt, Bodil Stilling",WOS:000956636200001
"De Clerck, Goedele A. M.",WOS:000956636200001
"Bissell, David",WOS:000956636200001
"Finlay, Linda",WOS:000956636200001
"Mills, Juline E.",WOS:000956636200001
"Eichhorn, Victoria",WOS:000956636200001
"Fisher, Pamela",WOS:000956636200001
"Bull, M",WOS:000956636200001
"Israeli, A. A.",WOS:000956636200001
"Atherton, M.",WOS:000956636200001
"Danermark, BD",WOS:000956636200001
"HIGGINS, PC",WOS:000956636200001
"Ladd, P.",WOS:000956636200001
"Guattari, F.",WOS:000956636200001
"Goodman, Steve.",WOS:000956636200001
"McEwan, E. -R.",WOS:000956636200001
"Classen, C.",WOS:000956636200001
"Milicchio, F.",WOS:000956636200001
"Bauman, L.",WOS:000956636200001
"Ihde, D.",WOS:000956636200001
"Green, E. M.",WOS:000956636200001
"Ingold, T.",WOS:000956636200001
"Becker, H.",WOS:000956636200001
"Davis, L.",WOS:000956636200001
"Higgins, P. C.",WOS:000956636200001
"Brisenden, S.",WOS:000956636200001
"Baker-Shenk, C.",WOS:000956636200001
"Besmer, K.",WOS:000956636200001
"Ceccarini, C.",WOS:000956636200001
"Biderman, B.",WOS:000956636200001
"Davis, L. J.",WOS:000956636200001
"Merleau-Ponty, M.",WOS:000956636200001
"Bowlby, J",WOS:000956636200001
"Mills, M.",WOS:000956636200001
"Craig, G. M.",WOS:000956636200001
"Berendt, J. -E.",WOS:000956636200001
"Duffy, M.",WOS:000956636200001
"Friedner, M.",WOS:000956636200001
"Jones, L.",WOS:000956636200001
"Darcy, S.",WOS:000956636200001
MEADOWORLANS KP,WOS:000956636200001
"Lane, H.",WOS:000956636200001
"Haualand, H.",WOS:000956636200001
"Malloch, S.",WOS:000956636200001
"Hudson, M.",WOS:000956636200001
"Preist, Chris",WOS:000669002500004
"Blevis, Eli",WOS:000669002500004
"BECK, LA",WOS:000669002500004
"Lightman, A.",WOS:000669002500004
"Wiener, N.",WOS:000669002500004
"Greene, Leonard.",WOS:000669002500004
"Moles, Abraham A.",WOS:000669002500004
"Carr, N.",WOS:000669002500004
"Illich, I.",WOS:000669002500004
"Forlano, L.",WOS:000669002500004
"Lakoff, G.",WOS:000669002500004
"Heidegger, M.",WOS:000669002500004
"Damasio, A.",WOS:000669002500004
JOHNSTON VS,WOS:000669002500004
"Rescorla, M.",WOS:000669002500004
"Pearce, Fred",WOS:000669002500004
"Mullainathan, S.",WOS:000669002500004
"Balde, C. P.",WOS:000669002500004
"Greenfield, A.",WOS:000669002500004
"Markoff, J.",WOS:000669002500004
"Sovacool, Benjamin K.",WOS:000697852800009
"Elkjaer, Lene Gjortler",WOS:000697852800009
"Harman, Graham",WOS:000697852800009
"Gough, Noel",WOS:000697852800009
"Hess, David J.",WOS:000697852800009
"Benson, Melinda H.",WOS:000697852800009
"Campbell, Norah",WOS:000697852800009
"Ryghaug, Marianne",WOS:000697852800009
"Zirra, Maria",WOS:000697852800009
"Gough, Ian",WOS:000697852800009
"Tidwell, Abraham S. D.",WOS:000697852800009
"White, Hylton",WOS:000697852800009
"van Heur, Bas",WOS:000697852800009
"Woolgar, Steve",WOS:000697852800009
"LeMenager, Stephanie",WOS:000697852800009
"Adamson, Joni",WOS:000697852800009
"Marres, N.",WOS:000697852800009
"Marres, Noortje",WOS:000697852800009
"Cafaro, P.",WOS:000697852800009
Weerasethakul,WOS:000697852800009
"Jensen, Casper",WOS:000697852800009
"Latour, B",WOS:000697852800009
"Macdonald, Helen",WOS:000697852800009
"ODomhnaill, R",WOS:000697852800009
"Stengers, I",WOS:000697852800009
"Levinas, E.",WOS:000697852800009
"Nolan, C.",WOS:000697852800009
"Malick, Terrence",WOS:000697852800009
"Wolfe, C.",WOS:000697852800009
"Harman, Graham",WOS:000697852800009
"Brereton, P.",WOS:000697852800009
"Meillassoux, Quentin",WOS:000697852800009
"Sandler, R",WOS:000697852800009
"Shrader-Frechette, K",WOS:000697852800009
"Kant, I.",WOS:000697852800009
"Lucas, G.",WOS:000697852800009
"Hughes, S",WOS:000697852800009
"di Sospiro, D. M",WOS:000697852800009
"Lemke, T.",WOS:000697852800009
"Cafaro, Phil",WOS:000697852800009
"Scott, R.",WOS:000697852800009
"Braidotti, R.",WOS:000697852800009
"Latour, Bruno.",WOS:000697852800009
"Frammertino, M",WOS:000697852800009
"Gratton, Peter",WOS:000697852800009
"Morton, Timothy",WOS:000697852800009
"O'Neill, J.",WOS:000697852800009
"Heidegger, M",WOS:000697852800009
"Haraway, Donna J.",WOS:000697852800009
"Cafaro, Philip",WOS:000697852800009
"Mason, P.",WOS:000697852800009
"Pirlea, AF",WOS:000697852800009
"Barad, Karen",WOS:000697852800009
"Bhaduri, Aparna",WOS:000727767700001
"Malanchini, Margherita",WOS:000727767700001
"Mountjoy, Edward",WOS:000727767700001
"Ince, Robin A. A.",WOS:000727767700001
"Koch, Marco",WOS:000727767700001
"Wilhelm, Oliver",WOS:000727767700001
"Coyle, Thomas R.",WOS:000727767700001
"Euler, Matthew J.",WOS:000727767700001
"Savi, Alexander O.",WOS:000727767700001
"Neubauer, Aljoscha C.",WOS:000727767700001
"Demetriou, Andreas",WOS:000727767700001
"Wai, Jonathan",WOS:000727767700001
"Burgoyne, Alexander P.",WOS:000727767700001
"Protzko, John",WOS:000727767700001
"van der Maas, Han L. J.",WOS:000727767700001
"von Stumm, Sophie",WOS:000727767700001
"Haier, Richard J",WOS:000727767700001
"Carroll, J. B.",WOS:000727767700001
"Hansen, J. Y.",WOS:000727767700001
"Haier, R.J.",WOS:000727767700001
"Muehlhoff, Rainer",WOS:000668752500008
"Forman, Rebecca",WOS:000668752500008
"Martin, Kirsten",WOS:000668752500008
"Braidotti, Rosi",WOS:000668752500008
"Raisamo, Roope",WOS:000668752500008
"van Wynsberghe, Aimee",WOS:000668752500008
"Niazi, Muhammad Khalid Khan",WOS:000668752500008
"Salto-Tellez, Manuel",WOS:000668752500008
"Seyfert, Robert",WOS:000668752500008
"Vanderelst, Dieter",WOS:000668752500008
"Jones, Raya A.",WOS:000668752500008
"Lee, William",WOS:000668752500008
"Mattos, Leonardo S.",WOS:000668752500008
"Mittelstadt, Brent Daniel",WOS:000668752500008
"Darling, Kate",WOS:000668752500008
"Burrell, Jenna",WOS:000668752500008
"Vallverdu, Jordi",WOS:000668752500008
"Sharkey, Amanda",WOS:000668752500008
"Scheutz, Matthias",WOS:000668752500008
"Robinson, William S.",WOS:000668752500008
"Sabanovic, Selma",WOS:000668752500008
"Dewar, Belinda",WOS:000668752500008
"Kim, Min-Sun",WOS:000668752500008
"Crnkovic, Gordana Dodig",WOS:000668752500008
"Al-Janabi, Shaimaa",WOS:000668752500008
"Sharkey, Noel",WOS:000668752500008
"Katsuno, Hirofumi",WOS:000668752500008
"Tadrous, Paul J.",WOS:000668752500008
"Blackman, Lisa",WOS:000668752500008
"Wilson, Elizabeth A.",WOS:000668752500008
"Shaw-Garlock, Glenda",WOS:000668752500008
"Riek, L.D.",WOS:000668752500008
"Decker, Michael",WOS:000668752500008
"Legg, Shane",WOS:000668752500008
"Moor, James H.",WOS:000668752500008
"Anderson, Michael",WOS:000668752500008
"Zhao, Shanyang",WOS:000668752500008
"Sparrow, Robert",WOS:000668752500008
"Beach, MC",WOS:000668752500008
"Hemmings, C",WOS:000668752500008
"Sidner, CL",WOS:000668752500008
"Camarillo, DB",WOS:000668752500008
"Ramesh, AN",WOS:000668752500008
"Woods, S",WOS:000668752500008
"Thrun, S",WOS:000668752500008
"Matthias, A.",WOS:000668752500008
"Hollnagel, E",WOS:000668752500008
"FORSYTHE, DE",WOS:000668752500008
"Rottger-Rossler, B.",WOS:000668752500008
"Sutko, D.M",WOS:000668752500008
"Ziemke, T",WOS:000668752500008
"Allen, C.",WOS:000668752500008
"Fenech, M",WOS:000668752500008
"Tizhoosh, H.R.",WOS:000668752500008
"Breazeal, C.",WOS:000668752500008
"McCarthy, J.",WOS:000668752500008
"Monnier, M.",WOS:000668752500008
"Gardner, H.",WOS:000668752500008
"Sugano, S.",WOS:000668752500008
"Buolamwini, J.",WOS:000668752500008
"Picard, R.",WOS:000668752500008
"Holzinger, A.",WOS:000668752500008
"Wilson, Elizabeth",WOS:000668752500008
"Kolling, T.",WOS:000668752500008
"Sparrow, Robert",WOS:000668752500008
"Nilsson, Nils J.",WOS:000668752500008
"Guzman, A.L.",WOS:000668752500008
"Darling, K.",WOS:000668752500008
"Cave, S.",WOS:000668752500008
"McKinney, S.M",WOS:000668752500008
"Bostrom, N",WOS:000668752500008
"Mori, M.",WOS:000668752500008
"Al-Saji, A.",WOS:000668752500008
"Hornyak, Timothy",WOS:000668752500008
"Braidotti, Rosi",WOS:000861941600003
"Malone, Caroline",WOS:000861941600003
"French, Charles",WOS:000861941600003
"McLaughlin, T. Rowan",WOS:000861941600003
"Porat, Naomi",WOS:000861941600003
"Gadot, Yuval",WOS:000861941600003
"Ruffell, Alastair",WOS:000861941600003
"Beuzen-Waller, Tara",WOS:000861941600003
"Alberti, Gianmarco",WOS:000861941600003
"Kinnaird, Tim",WOS:000861941600003
"Gadot, Yuval",WOS:000861941600003
"Tsing, AL",WOS:000861941600003
"Ferro-Vazquez, C.",WOS:000861941600003
"Shennan, Stephen",WOS:000861941600003
"Kinnaird, Tim C.",WOS:000861941600003
"Davidovich, Uri",WOS:000861941600003
"Acabado, Stephen",WOS:000861941600003
"Krahtopoulou, Athanasia",WOS:000861941600003
"Schembri, P.J.",WOS:000861941600003
"Yaalon, DH",WOS:000861941600003
"EVANS, JD",WOS:000861941600003
"RENFREW, C",WOS:000861941600003
"KUBIENA, WL",WOS:000861941600003
"Borg, J.J.",WOS:000861941600003
"Vella, S.J.",WOS:000861941600003
"Wettinger, G.",WOS:000861941600003
"Bugeja, J.R",WOS:000861941600003
"Haslam, S.M.",WOS:000861941600003
"Grima, R.",WOS:000861941600003
"Hammond, N.",WOS:000861941600003
"Malone, Caroline",WOS:000861941600003
"Butzer, KW.",WOS:000861941600003
"Grima, R.",WOS:000861941600003
"Role, A.",WOS:000861941600003
"Frederick, C.D.",WOS:000861941600003
"Anjos, L.",WOS:000861941600003
"Zammit, T",WOS:000861941600003
"Rosa, H.",WOS:000861941600003
"Evans, J.D.",WOS:000861941600003
"Alberti, G.",WOS:000861941600003
"Azzopardi, G",WOS:000861941600003
"Surowiecki, J.",WOS:000861941600003
"Sagona, C.",WOS:000861941600003
"McLaughlin, TR.",WOS:000861941600003
"Bennett, J",WOS:000861941600003
"Farrell, M.",WOS:000861941600003
"Schembri, P.J.",WOS:000861941600003
"Zammit, T",WOS:000861941600003
"Chatzimpaloglou, P.",WOS:000861941600003
"Renfrew, C.",WOS:000861941600003
"Braidotti, R.",WOS:000861941600003
"Capra, F.",WOS:000861941600003
"Grima, R.",WOS:000861941600003
"Zammit, T.",WOS:000861941600003
"Bennett, J.",WOS:000861941600003
"Blouet, Brian.",WOS:000861941600003
TRUMP DH,WOS:000861941600003
"Alaimo, S.",WOS:000861941600003
"Geertz, Clifford.",WOS:000861941600003
"Hunt, C.O.",WOS:000861941600003
"McLaughlin, TR.",WOS:000861941600003
"van Andel, T.H.",WOS:000861941600003
"Boivin, N.",WOS:000861941600003
"Chetcuti, D.",WOS:000861941600003
"Schembri, P.J.",WOS:000861941600003
"Zammit, T.",WOS:000861941600003
"Sanderson, David C.W.",WOS:000861941600003
"Malone, C.",WOS:000861941600003
"Wettinger, G.",WOS:000861941600003
"Evans, J.D.",WOS:000861941600003
"Schembri, P.J.",WOS:000861941600003
"Avni, G.",WOS:000861941600003
"Lang, D.M.",WOS:000861941600003
"Margaritis, E.",WOS:000861941600003
"Cassar, C",WOS:000861941600003
"McAdams, C.",WOS:000861941600003
"Bennett, J.",WOS:000861941600003
"Pedley, M.",WOS:000861941600003
"Evans, John D.",WOS:000861941600003
"Hordvik, Mats",WOS:000634795400004
"Martins, Alberto M. B.",WOS:000634795400004
"Guberman, Ainat",WOS:000634795400004
"Goodnough, Karen",WOS:000634795400004
"Hordvik, Mats",WOS:000634795400004
"MacPhail, Ann",WOS:000634795400004
"Fletcher, Tim",WOS:000634795400004
"O'Dwyer, Anne",WOS:000634795400004
"Loughran, John",WOS:000634795400004
"Lunenberg, Mieke",WOS:000634795400004
"Ritter, Jason K.",WOS:000634795400004
"Pithouse-Morgan, Kathleen",WOS:000634795400004
"Strom, Katie",WOS:000634795400004
"Ni Chroinin, Deirdre",WOS:000634795400004
"Gregory, Kristen H.",WOS:000634795400004
"Casey, Ashley",WOS:000634795400004
"Hordvik, Mats M.",WOS:000634795400004
"Fletcher, Tim",WOS:000634795400004
"Lee, SoonAh",WOS:000634795400004
"Vanassche, Eline",WOS:000634795400004
"Martin, Susan D.",WOS:000634795400004
"Loughran, John",WOS:000634795400004
"Rice, Mary Frances",WOS:000634795400004
"Fletcher, Tim",WOS:000634795400004
"Knight, Stephanie L.",WOS:000634795400004
"Hamilton, Mary Lynn",WOS:000634795400004
"Smith, Kari",WOS:000634795400004
"de Freitas, Elizabeth",WOS:000634795400004
"Williams, Judy",WOS:000634795400004
"Gallagher, Tiffany",WOS:000634795400004
"Tuval, Smadar",WOS:000634795400004
"Pinnegar, Stefinee",WOS:000634795400004
"Kitchen, Julian",WOS:000634795400004
"Zeichner, Ken",WOS:000634795400004
"Berry, A",WOS:000634795400004
"Zeichner, K",WOS:000634795400004
"COSTA, AL",WOS:000634795400004
"Smith, Kari.",WOS:000634795400004
"Davey, RL.",WOS:000634795400004
"LaBoskey, V. K.",WOS:000634795400004
"Lunenberg, M.",WOS:000634795400004
"Charmaz, Kristin.",WOS:000634795400004
"Martin, A. D.",WOS:000634795400004
Deleuze,WOS:000634795400004
"Tannehill, D.",WOS:000634795400004
"Deleuze, G.",WOS:000634795400004
"Zeichner, K.M.",WOS:000634795400004
"Korthagen, FA.",WOS:000634795400004
"Thomas, L.",WOS:000634795400004
"Bullough, R.V.",WOS:000634795400004
"Braidotti, R.",WOS:000634795400004
"Strom, K.J.",WOS:000634795400004
"Wenger, E.",WOS:000634795400004
"Craig, C.J.",WOS:000634795400004
"OVENS, Alan",WOS:000634795400004
"Ovens, A.",WOS:000634795400004
"Loughran, J. J.",WOS:000634795400004
"Lunenberg, M.",WOS:000634795400004
"Strom, K.",WOS:000634795400004
"Barad, Karen",WOS:000634795400004
"Escott, Hugh",WOS:000498888200004
"Bell, David M.",WOS:000498888200004
"Wargo, Jon M.",WOS:000498888200004
"Rydell, Maria",WOS:000498888200004
"Metz, Mike",WOS:000498888200004
"Soltani, Behnam",WOS:000498888200004
"Burnett, Cathy",WOS:000498888200004
"Svendsen, Bente Ailin",WOS:000498888200004
"Springgay, Stephanie",WOS:000498888200004
"Baratta, Alex",WOS:000498888200004
"Gallagher, Michael",WOS:000498888200004
"Jewitt, Carey",WOS:000498888200004
"Ehret, Christian",WOS:000498888200004
"Taylor, Roberta",WOS:000498888200004
"Marshall, Bethan",WOS:000498888200004
"Smith, Anna",WOS:000498888200004
"Handsfield, Lara J.",WOS:000498888200004
"Leander, Kevin",WOS:000498888200004
"Bright, N. Geoffrey",WOS:000498888200004
"Masny, Diana",WOS:000498888200004
"Rowsell, Jennifer",WOS:000498888200004
"Davies, B.",WOS:000498888200004
"Joshee, R.",WOS:000498888200004
"Stewart, Kathleen",WOS:000498888200004
"Curzan, Anne",WOS:000498888200004
"Griswold, O.",WOS:000498888200004
MICHAELS S,WOS:000498888200004
"McEnery, Tony",WOS:000498888200004
FLOUD S,WOS:000498888200004
"Bennett, J",WOS:000498888200004
"Campbell, E.",WOS:000498888200004
"Massumi, B.",WOS:000498888200004
"Escott, H.",WOS:000498888200004
"Braidotti, R.",WOS:000498888200004
"Douglas, A",WOS:000498888200004
"Milroy Milroy, James James",WOS:000498888200004
"Rymes, Betsy",WOS:000498888200004
"Kress, G.",WOS:000498888200004
"Facer, K.",WOS:000498888200004
"Barton, D.",WOS:000498888200004
"Kress, G",WOS:000498888200004
"Law, J.",WOS:000498888200004
"Petrova, G. I.",WOS:000360457900080
"Drucker, P.",WOS:000360457900080
"Derrida, J.",WOS:000360457900080
"Habermas, J.",WOS:000360457900080
"Bell, D",WOS:000360457900080
"Castells, M.",WOS:000360457900080
"LYOTARD, J. -F.",WOS:000360457900080
"Nurgaleeva, L.",WOS:000360457900080
"Inozemtsev, V. L.",WOS:000360457900080
"Heidegger, Martin",WOS:000360457900080
"Subetto, A. I.",WOS:000360457900080
"Petrova, G. I.",WOS:000360457900080
"Toffler, A.",WOS:000360457900080
"Ricoeur, P.",WOS:000360457900080
"Inozemtsev, V. L.",WOS:000360457900080
"Inozemtsev, V.I.",WOS:000360457900080
"Inozemtsev, V. L.",WOS:000360457900080
"Toffler, A.",WOS:000360457900080
"Mitchell, David T.",WOS:000568721900013
"Cooperrider, Kensy",WOS:000568721900013
"Longo, Giuseppe",WOS:000568721900013
"Longo, Giuseppe",WOS:000568721900013
"Colebrook, Claire",WOS:000568721900013
"Tan, Paulo",WOS:000568721900013
"Lambert, Rachel",WOS:000568721900013
"Sinclair, Nathalie",WOS:000568721900013
"Lipka, Jerry",WOS:000568721900013
"Fazi, M. Beatrice",WOS:000568721900013
"de Freitas, Elizabeth",WOS:000568721900013
"Guven, N. Dilsad",WOS:000568721900013
"de Freitas, Elizabeth",WOS:000568721900013
"Schuller, K",WOS:000568721900013
"Clare, Eli",WOS:000568721900013
"de Freitas, Elizabeth",WOS:000568721900013
"Goodley, Dan",WOS:000568721900013
"de Freitas, Elizabeth",WOS:000568721900013
"Hunt, Jessica H.",WOS:000568721900013
"Ng, Oi-Lam",WOS:000568721900013
"Luciano, Dana",WOS:000568721900013
"Goodley, Dan",WOS:000568721900013
"DeFreitas, E.",WOS:000568721900013
"Plotnitsky, Arkady",WOS:000568721900013
"Geary, David C.",WOS:000568721900013
"Zacharos, Konstantinos",WOS:000568721900013
"Brown, SD",WOS:000568721900013
"Popkewitz, T",WOS:000568721900013
"Snyder, SL",WOS:000568721900013
"Marcia, A",WOS:000568721900013
"Buckley, Benjamin Lee",WOS:000568721900013
"Farr, R. H.",WOS:000568721900013
URTON G,WOS:000568721900013
"Alder, Ken",WOS:000568721900013
"Guattari, F.",WOS:000568721900013
"Verran, Helen",WOS:000568721900013
"Davydov, V. V.",WOS:000568721900013
"Overboe, James",WOS:000568721900013
"Moore, A.M.",WOS:000568721900013
"Guti?rrez, R.",WOS:000568721900013
"Rotman, Brian.",WOS:000568721900013
Proulx,WOS:000568721900013
"Justeson, John S.",WOS:000568721900013
"Chen, Mel Y.",WOS:000568721900013
"Lugli, Emanuele",WOS:000568721900013
"Kafer, A.",WOS:000568721900013
"Snyder, Sharon L.",WOS:000568721900013
"Siebers, T.",WOS:000568721900013
Singh,WOS:000568721900013
"Davison, C.",WOS:000568721900013
"Serres, Michel",WOS:000568721900013
"Durie, R.",WOS:000568721900013
"King, TL",WOS:000568721900013
"Zalamea, F.",WOS:000568721900013
"Legendre, A. M.",WOS:000568721900013
OShea,WOS:000568721900013
"de Freitas, E.",WOS:000568721900013
"Plotnitsky, Adrian",WOS:000568721900013
"Dedekind, R",WOS:000568721900013
"Kirby, Vicky.",WOS:000568721900013
"Serres, M",WOS:000568721900013
"Ferreiros, J.",WOS:000568721900013
"Battista, MT.",WOS:000568721900013
"Serres, M.",WOS:000568721900013
"Renfrew, C.",WOS:000568721900013
"Goldenberg, E. P.",WOS:000568721900013
"Smith, J.",WOS:000568721900013
"Appelbaum,, P.",WOS:000568721900013
"Puar, J",WOS:000568721900013
"Renfrew, C.",WOS:000568721900013
"Wong, M.",WOS:000568721900013
"Urton, G.",WOS:000568721900013
"Cawley, J. F.",WOS:000568721900013
"Beckett, Stephen",WOS:000704538800004
"Buchanan, Richard",WOS:000704538800004
"Buchanan, Richard",WOS:000704538800004
"Zupancic, A",WOS:000704538800004
"Norman, D.A.",WOS:000704538800004
"Manzini, E",WOS:000704538800004
"Brody, Jules",WOS:000704538800004
"Kimbell, Lucy",WOS:000704538800004
"Nelson, HG",WOS:000704538800004
"Kimbell, Lucy",WOS:000704538800004
"Anderson, Paul Allen",WOS:000704538800004
"Buchanan, Richard",WOS:000704538800004
"Dorst, Kees",WOS:000704538800004
"Cross, N",WOS:000704538800004
"Dorst, Kees",WOS:000704538800004
"Buchanan, R",WOS:000704538800004
"Cross, N",WOS:000704538800004
"Akin, O.",WOS:000704538800004
"SIMON, HA",WOS:000704538800004
"RITTEL, HWJ",WOS:000704538800004
"Dorst, K.",WOS:000704538800004
"Rittel, Horst.",WOS:000704538800004
"Lefebvre, Henri",WOS:000704538800004
"Buchanan, R.",WOS:000704538800004
"Forlano, L.",WOS:000704538800004
"Krippendorff, Klaus",WOS:000704538800004
"Jameson, Fredric",WOS:000704538800004
"SIMON, D.",WOS:000704538800004
"Gaver, William W",WOS:000704538800004
"Friedman, K.",WOS:000704538800004
"Kostic, Alexandar",WOS:000704538800004
"Lukacs, Georg",WOS:000704538800004
"Aoki, P.M.",WOS:000704538800004
"Krippendorff, K.",WOS:000704538800004
"Archer, B.",WOS:000704538800004
"Redstrom, Johan",WOS:000704538800004
"Archer, Bruce",WOS:000704538800004
"Lacan, Jacques",WOS:000704538800004
"Brown, T.",WOS:000704538800004
"Joseph, Frances",WOS:000704538800004
"Austin, J.L.",WOS:000704538800004
"Rosenbak, Soren",WOS:000704538800004
"Fox, Nick J.",WOS:000755111900037
"Kosteniuk, Brynn",WOS:000755111900037
"Levitt, Alexandra",WOS:000755111900037
"Csete, Joanne",WOS:000755111900037
"Kiepek, Niki",WOS:000755111900037
"Mayer, Samara",WOS:000755111900037
"Kennedy, Mary Clare",WOS:000755111900037
"Jacka, Brendan P.",WOS:000755111900037
"Ellsworth, Grant B.",WOS:000755111900037
"Philbin, Morgan M.",WOS:000755111900037
"See, Isaac",WOS:000755111900037
"Verma, Malvika",WOS:000755111900037
"Bonn, Matthew",WOS:000755111900037
"St Pierre, Elizabeth Adams",WOS:000755111900037
"Guta, Adrian",WOS:000755111900037
"Ivsins, Andrew",WOS:000755111900037
"Dong, Kathryn A.",WOS:000755111900037
"Kimmel, Simeon D.",WOS:000755111900037
"McClelland, Alexander",WOS:000755111900037
"Critchley, Lacey",WOS:000755111900037
"Strike, Carol",WOS:000755111900037
"Horner, Gabrielle",WOS:000755111900037
"St-Jean, Martin",WOS:000755111900037
"Gamble, Christopher N.",WOS:000755111900037
"Duwadi, Sona",WOS:000755111900037
"Biancarelli, Dea L.",WOS:000755111900037
"Krein, Sarah L.",WOS:000755111900037
"Young, Samantha",WOS:000755111900037
"O'Callaghan, Kevin",WOS:000755111900037
"Carusone, Soo Chan",WOS:000755111900037
"Miskovic, Miroslav",WOS:000755111900037
"Vallersnes, Odd Martin",WOS:000755111900037
"Navon, Livia",WOS:000755111900037
"Jaworsky, Denise",WOS:000755111900037
"Suzuki, Joji",WOS:000755111900037
"Guta, Adrian",WOS:000755111900037
"Abbasi, Jennifer",WOS:000755111900037
"Voon, Pauline",WOS:000755111900037
"Buchman, Daniel Z.",WOS:000755111900037
"Lee, Jonathan C.",WOS:000755111900037
"Libertin, Claudia R.",WOS:000755111900037
"Wakeman, Sarah E.",WOS:000755111900037
"Moore, David",WOS:000755111900037
"Fraser, Suzanne",WOS:000755111900037
"Dennis, Fay",WOS:000755111900037
"Fullagar, Simone",WOS:000755111900037
"Fanucchi, Laura",WOS:000755111900037
"McNeil, Ryan",WOS:000755111900037
"Fox, Nick J.",WOS:000755111900037
"Morley, Georgina",WOS:000755111900037
"Grewal, Harjot Kaur",WOS:000755111900037
"Fox, Nick J.",WOS:000755111900037
"Gao, Yufang",WOS:000755111900037
"Moran, Jennifer",WOS:000755111900037
"Strike, C.",WOS:000755111900037
"McNeil, Ryan",WOS:000755111900037
"MacKenzie, Michael",WOS:000755111900037
"Williams, J",WOS:000755111900037
"Haber, Paul S.",WOS:000755111900037
"Rachlis, Beth S.",WOS:000755111900037
"Guattari, F.",WOS:000755111900037
"de la Bellacasa, M.P",WOS:000755111900037
"Davies, B.",WOS:000755111900037
"Duff, C.",WOS:000755111900037
"Braidotti, R.",WOS:000755111900037
"Tan, S.Y.",WOS:000755111900037
"Charmaz, Kristin.",WOS:000755111900037
Deleuze,WOS:000755111900037
"Fox, N.J.",WOS:000755111900037
"Gonzalez, R.",WOS:000755111900037
"Braidotti, R.",WOS:000755111900037
"Billick, M. J",WOS:000755111900037
"Tuin, I. vV. dD.",WOS:000755111900037
"Switzer, S.",WOS:000755111900037
"Kolodny, Andrew",WOS:000755111900037
"Haraway, D.",WOS:000755111900037
"Sandrucci, S",WOS:000755111900037
"Sheth, H.",WOS:000755111900037
"McDermott, Drew",WOS:000251773500012
"Cassimatis, N. L.",WOS:000251773500012
"Hall, J. S.",WOS:000251773500012
"Brooks, RA",WOS:000251773500012
HALL JS,WOS:000251773500012
"Yudkowsky, E.",WOS:000251773500012
"Franklin, Stan.",WOS:000251773500012
GOERTZEL B,WOS:000251773500012
DREXLER KE,WOS:000251773500012
GOERTZEL B,WOS:000251773500012
"Winograd, T.",WOS:000251773500012
Yudkowsky,WOS:000251773500012
GOERTZEL B,WOS:000251773500012
KURZWEIL R,WOS:000251773500012
VINGE V,WOS:000251773500012
CREVIER D,WOS:000251773500012
HALL JS,WOS:000251773500012
BRODERICK D,WOS:000251773500012
JONES RM,WOS:000251773500012
"Goertzel, B",WOS:000251773500012
"Kahane, A.",WOS:000251773500012
GOERTZEL B,WOS:000251773500012
"Dreyfus, H.L.",WOS:000251773500012
"Tomasello, Michael",WOS:000251773500012
"Thagard, P.",WOS:000251773500012
"Minsky, M.",WOS:000251773500012
"Anderson, J. R.",WOS:000251773500012
"Hillgren, Per-Anders",WOS:000669001300004
"Redstrom, Johan",WOS:000669001300004
"Meyer, Michael W.",WOS:000669001300004
"Fan, Wenyuan",WOS:000669001300004
"Willett, Walter",WOS:000669001300004
"Braidotti, Rosi",WOS:000669001300004
"Sachs, Jeffrey D.",WOS:000669001300004
"Desjardins, Audrey",WOS:000669001300004
"Wilde, Danielle",WOS:000669001300004
"Andersen, Kristina",WOS:000669001300004
"Nagele, Larissa Vivian",WOS:000669001300004
"Bell, John",WOS:000669001300004
"Wilde, Danielle",WOS:000669001300004
"Spiel, Katharina",WOS:000669001300004
"Wilde, Danielle",WOS:000669001300004
"Candy, Linda",WOS:000669001300004
"Morrar, Rabeh",WOS:000669001300004
"Mendoza, Joan Manuel F.",WOS:000669001300004
"Raworth, Kate",WOS:000669001300004
"Smeenk, Wina",WOS:000669001300004
"Tomico, O.",WOS:000669001300004
"McWilliams, Jacob (Jenna)",WOS:000669001300004
"Manzini, E",WOS:000669001300004
"Irwin, Terry",WOS:000669001300004
"Colglazier, William",WOS:000669001300004
"Steffen, Will",WOS:000669001300004
"Neimanis, Astrida",WOS:000669001300004
"Jansen, Yvonne",WOS:000669001300004
"Weitzman, Martin L.",WOS:000669001300004
"Le Dantec, Christopher A.",WOS:000669001300004
"Pierce, James",WOS:000669001300004
"Beckert, Jens",WOS:000669001300004
"Rogers, Peter",WOS:000669001300004
"Bjorgvinsson, Erling",WOS:000669001300004
"Hook, Kristina",WOS:000669001300004
"Bjogvinsson, Erling",WOS:000669001300004
"Leach, Melissa",WOS:000669001300004
"Westley, Frances",WOS:000669001300004
"DiSalvo, Carl",WOS:000669001300004
"Wangel, Josefin",WOS:000669001300004
"Hird, Myra J.",WOS:000669001300004
"Pelling, M",WOS:000669001300004
"Drake, John M.",WOS:000669001300004
"Shove, Elizabeth",WOS:000669001300004
"van der Tuin, Iris",WOS:000669001300004
